time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-02T14:48:25.888Z,61.0718,-152.2142,111,5,mww,,,,0.57,ak,ak0231itcv2l,2023-02-06T20:17:09.063Z,"58 km W of Tyonek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-02-02T13:13:23.132Z,16.7273,-60.9352,23.716,5,mb,78,34,0.431,0.81,us,us6000jkyr,2023-02-02T13:55:21.567Z,"49 km NNE of Beauséjour, Guadeloupe",earthquake,5.62,4.843,0.027,429,reviewed,us,us
2023-02-02T13:02:44.879Z,-37.6855,175.7229,10,4.9,mb,34,46,0.181,0.87,us,us6000jkyq,2023-02-03T13:07:13.790Z,"14 km NNW of Matamata, New Zealand",earthquake,5.19,1.744,0.162,12,reviewed,us,us
2023-02-02T12:19:10.687Z,-5.6935,103.8633,62.677,4.7,mb,54,91,1.603,0.68,us,us6000jkyi,2023-02-02T12:44:12.040Z,"148 km SW of Kotabumi, Indonesia",earthquake,7.47,8.268,0.08,48,reviewed,us,us
2023-02-02T11:09:34.890Z,-32.4463,-71.5247,10,4.5,mwr,26,177,0.584,0.53,us,us6000jkyd,2023-02-06T10:00:07.040Z,"27 km W of La Ligua, Chile",earthquake,3.67,1.984,0.043,53,reviewed,us,us
2023-02-02T11:08:33.791Z,-32.0823,-72.0498,32.036,4.6,mb,32,172,0.914,0.63,us,us6000jkyc,2023-02-03T01:28:38.949Z,"87 km WNW of La Ligua, Chile",earthquake,5.14,7.159,0.223,6,reviewed,us,us
2023-02-02T03:38:08.720Z,-22.9777,-70.0154,42.237,4.5,mb,24,134,0.491,0.75,us,us6000jkwq,2023-02-03T01:29:32.110Z,"84 km NNE of Antofagasta, Chile",earthquake,3.9,8.345,0.205,7,reviewed,us,us
2023-02-02T02:20:37.814Z,-6.6624,128.2705,322.278,4.5,mb,30,66,3.278,0.69,us,us6000jkwi,2023-02-02T03:07:20.040Z,"248 km NE of Lospalos, Timor Leste",earthquake,8.95,9.518,0.127,18,reviewed,us,us
2023-02-02T01:04:51.682Z,19.9884,94.1371,35,4.5,mb,25,163,1.894,0.71,us,us6000jkwa,2023-02-03T00:38:31.040Z,"Myanmar",earthquake,4.62,1.973,0.139,15,reviewed,us,us
2023-02-01T21:14:58.841Z,-1.9399,-81.3898,27.943,5.1,mww,70,93,1.849,1.08,us,us6000jkue,2023-02-03T22:09:59.040Z,"57 km WNW of Salinas, Ecuador",earthquake,4.78,4.688,0.089,12,reviewed,us,us
2023-02-01T19:51:04.403Z,6.7794,-73.1446,153.209,4.6,mb,58,37,0.883,0.9,us,us6000jktm,2023-02-01T21:20:17.040Z,"7 km NW of Jordán, Colombia",earthquake,4.15,7.057,0.035,238,reviewed,us,us
2023-02-01T11:11:16.957Z,17.9534,-70.3527,45.104,5,mwr,115,26,0.655,0.57,us,us6000jkqk,2023-02-05T22:49:01.275Z,"32 km SSE of Matanzas, Dominican Republic",earthquake,5.4,5.668,0.052,35,reviewed,us,us
2023-02-01T11:07:37.599Z,7.7068,126.2284,10,4.6,mb,39,115,0.903,0.48,us,us6000jkqq,2023-02-01T11:36:36.928Z,"15 km NE of Bantacan, Philippines",earthquake,8.15,1.892,0.105,27,reviewed,us,us
2023-02-01T10:53:21.198Z,40.1409,22.8066,13.221,4.6,mb,41,61,1.176,0.83,us,us6000jkpt,2023-02-06T19:57:29.902Z,"22 km SE of Paralía, Greece",earthquake,4.72,4.645,0.223,6,reviewed,us,us
2023-02-01T10:52:28.409Z,-9.8317,-78.6021,60.651,4.6,mb,41,171,2.753,0.97,us,us6000jkpu,2023-02-01T11:08:24.040Z,"47 km SSW of Puerto Casma, Peru",earthquake,12.46,10.926,0.105,27,reviewed,us,us
2023-02-01T10:44:46.082Z,7.7456,126.055,19,6,mww,219,35,0.821,0.66,us,us6000jkpr,2023-02-04T12:41:09.933Z,"2 km NW of Babag, Philippines",earthquake,7.95,1.827,0.047,44,reviewed,us,us
2023-02-01T09:33:46.694Z,-5.2898,103.2831,60.049,4.6,mb,39,89,0.979,0.33,us,us6000jkpj,2023-02-01T10:27:08.040Z,"139 km S of Pagar Alam, Indonesia",earthquake,8.12,8.389,0.105,27,reviewed,us,us
2023-02-01T03:14:16.024Z,2.4302,-30.7076,10,4.8,mb,45,101,14.294,0.37,us,us6000jkna,2023-02-01T05:18:39.040Z,"central Mid-Atlantic Ridge",earthquake,5.98,1.895,0.07,63,reviewed,us,us
2023-02-01T00:21:59.384Z,-9.5879,159.7367,29.562,5,mb,70,72,0.255,0.78,us,us6000jkms,2023-02-01T00:52:50.655Z,"12 km N of Malango, Solomon Islands",earthquake,5.72,5.464,0.055,106,reviewed,us,us
2023-01-31T20:04:35.456Z,9.0675,127.1224,10,4.8,mww,137,82,2.505,0.59,us,us6000jkkr,2023-02-01T15:18:17.854Z,"91 km ENE of Aras-asan, Philippines",earthquake,8.11,1.823,0.089,12,reviewed,us,us
2023-01-31T19:45:10.475Z,-19.6752,-68.4029,152.491,4.6,mb,65,48,0.746,0.97,us,us6000jkkj,2023-01-31T21:28:52.040Z,"",earthquake,3.03,7.011,0.062,84,reviewed,us,us
2023-01-31T19:02:11.387Z,-15.8227,-173.0912,40.045,5,mb,71,77,2.901,1.13,us,us6000jkkf,2023-02-01T15:39:23.040Z,"76 km E of Hihifo, Tonga",earthquake,6.48,1.865,0.041,195,reviewed,us,us
2023-01-31T16:49:44.897Z,-23.6585,-179.7123,515.625,5,mb,67,91,4.851,1.25,us,us6000jkjp,2023-01-31T17:05:53.040Z,"south of the Fiji Islands",earthquake,12.25,8.689,0.072,61,reviewed,us,us
2023-01-31T16:07:10.680Z,-19.047,-69.341,121.375,4.7,mwr,98,83,0.634,0.93,us,us6000jkjh,2023-01-31T17:44:00.422Z,"119 km ESE of Arica, Chile",earthquake,5.28,4.463,0.068,21,reviewed,us,us
2023-01-31T14:48:11.300Z,29.8324,-42.0624,10,4.7,mb,35,152,25.445,0.75,us,us6000jkjd,2023-01-31T16:24:36.040Z,"northern Mid-Atlantic Ridge",earthquake,7.95,1.909,0.104,28,reviewed,us,us
2023-01-31T12:32:18.934Z,3.9003,128.454,35,4.5,mb,43,97,3.292,0.49,us,us6000jkii,2023-01-31T13:57:32.040Z,"north of Halmahera, Indonesia",earthquake,7.52,1.915,0.084,41,reviewed,us,us
2023-01-31T08:49:57.551Z,19.8499,121.3855,21.758,4.6,mb,48,68,2.967,0.56,us,us6000jkhu,2023-02-02T04:52:06.376Z,"Babuyan Islands region, Philippines",earthquake,9.25,5.459,0.088,39,reviewed,us,us
2023-01-31T05:25:36.865Z,50.1124,142.4836,10,4.5,mb,64,119,3.162,0.36,us,us6000jkh7,2023-01-31T06:48:40.040Z,"Sakhalin, Russia",earthquake,6.89,1.594,0.064,71,reviewed,us,us
2023-01-31T04:49:05.673Z,24.5762,94.4176,64.505,4.6,mb,63,77,4.494,0.77,us,us6000jkh1,2023-02-01T02:32:43.391Z,"35 km E of W?ngjing, India",earthquake,8.77,4.391,0.054,101,reviewed,us,us
2023-01-31T04:34:50.844Z,5.9357,126.0101,88.066,4.6,mb,57,109,1.205,0.61,us,us6000jkgx,2023-02-01T02:03:23.040Z,"36 km ESE of Mangili, Philippines",earthquake,8.7,7.379,0.078,49,reviewed,us,us
2023-01-31T03:09:56.442Z,-48.8085,121.3105,10,4.9,mb,41,83,16.157,0.74,us,us6000jkgp,2023-02-01T01:41:06.040Z,"western Indian-Antarctic Ridge",earthquake,8.2,1.882,0.092,37,reviewed,us,us
2023-01-31T00:43:16.360Z,34.8399,14.2541,10,4.6,mb,91,77,5.293,0.64,us,us6000jkfs,2023-02-01T19:18:42.728Z,"111 km S of ?urrieq, Malta",earthquake,8.74,1.878,0.059,85,reviewed,us,us
2023-01-30T19:55:26.286Z,34.966,14.3004,10,5.3,mww,108,39,5.161,0.89,us,us6000jkea,2023-02-04T22:19:08.544Z,"97 km S of ?urrieq, Malta",earthquake,7.91,1.844,0.039,62,reviewed,us,us
2023-01-30T19:15:44.077Z,37.8452,142.147,33.531,4.5,mb,49,135,3.058,1.19,us,us6000jke4,2023-01-30T22:34:53.054Z,"97 km SE of Ishinomaki, Japan",earthquake,8.27,6.057,0.104,27,reviewed,us,us
2023-01-30T18:45:37.301Z,12.1356,93.5221,104.548,4.9,mb,82,36,5.896,0.84,us,us6000jkdx,2023-01-30T19:54:21.618Z,"99 km ENE of Port Blair, India",earthquake,8.48,5.056,0.063,83,reviewed,us,us
2023-01-30T17:08:17.146Z,-22.4778,170.1824,10,4.5,mb,27,83,2.533,1.04,us,us6000jkdc,2023-01-30T18:33:09.040Z,"259 km ESE of Tadine, New Caledonia",earthquake,8.13,1.896,0.115,22,reviewed,us,us
2023-01-30T17:07:45.118Z,35.7681,79.8368,10,5.3,mb,90,46,5.807,1.08,us,us6000jkdb,2023-01-30T17:25:18.040Z,"Kashmir-Xinjiang border region",earthquake,4.06,1.778,0.042,189,reviewed,us,us
2023-01-30T14:11:32.477Z,9.5833,-84.5494,36.808,4.5,mb,57,95,0.559,1.01,us,us6000jkc9,2023-02-01T01:39:05.324Z,"9 km ESE of Jacó, Costa Rica",earthquake,4.55,4.533,0.07,60,reviewed,us,us
2023-01-30T10:25:12.740Z,23.2239,123.9085,10,5.1,mb,72,84,1.485,1.12,us,us6000jkac,2023-01-30T14:05:33.040Z,"southwestern Ryukyu Islands, Japan",earthquake,7.22,1.802,0.048,143,reviewed,us,us
2023-01-30T09:52:06.738Z,12.5473,-88.3174,58.814,4.9,mb,70,134,1.307,1.57,us,us6000jka2,2023-02-02T02:46:28.105Z,"76 km SSW of Chirilagua, El Salvador",earthquake,6.7,8.253,0.027,446,reviewed,us,us
2023-01-30T09:02:46.541Z,61.5307,-140.7048,5,4.5,mb,113,31,0.272,0.74,us,us6000jk9p,2023-02-03T22:03:31.040Z,"118 km E of McCarthy, Alaska",earthquake,2.81,1.869,0.064,72,reviewed,us,us
2023-01-30T01:57:08.125Z,-29.7759,-177.7009,40.915,4.9,mb,41,64,0.547,1.21,us,us6000jk8j,2023-01-30T02:22:29.040Z,"Kermadec Islands, New Zealand",earthquake,10.08,4.715,0.097,33,reviewed,us,us
2023-01-29T23:49:38.163Z,39.9998,82.3599,27.527,5.7,mww,124,21,3.862,0.47,us,us6000jk82,2023-01-31T10:52:57.617Z,"110 km ESE of Aral, China",earthquake,7.11,3.236,0.078,16,reviewed,us,us
2023-01-29T22:42:51.162Z,-22.8973,38.4501,10,4.8,mb,39,113,9.065,0.43,us,us6000jk7r,2023-01-30T21:56:33.040Z,"Mozambique Channel",earthquake,11.22,1.902,0.098,32,reviewed,us,us
2023-01-29T20:18:58.078Z,5.423,126.1765,152.004,4.6,mb,66,74,1.74,1.21,us,us6000jk73,2023-01-30T06:03:35.068Z,"79 km E of Sarangani, Philippines",earthquake,4.35,6.913,0.063,75,reviewed,us,us
2023-01-29T19:57:15.538Z,2.8689,126.9675,47.666,5,mb,26,140,2.121,0.66,us,us6000jk70,2023-01-29T20:28:55.040Z,"171 km NW of Tobelo, Indonesia",earthquake,5.52,10.023,0.069,66,reviewed,us,us
2023-01-29T17:04:14.464Z,8.5951,-39.4363,10,4.9,mb,85,89,17.952,0.62,us,us6000jk6i,2023-01-29T17:41:22.040Z,"central Mid-Atlantic Ridge",earthquake,11.74,1.866,0.054,107,reviewed,us,us
2023-01-29T16:11:02.774Z,2.8524,127.0084,53.823,4.7,mb,39,110,2.097,0.71,us,us6000jk6a,2023-01-29T17:24:37.040Z,"166 km NW of Tobelo, Indonesia",earthquake,10.8,8.649,0.077,51,reviewed,us,us
2023-01-29T15:20:29.176Z,2.9096,127.0336,54.004,4.7,mb,22,147,2.149,0.68,us,us6000jk64,2023-01-29T17:16:47.040Z,"169 km NW of Tobelo, Indonesia",earthquake,14.04,9.017,0.123,20,reviewed,us,us
2023-01-29T15:13:24.819Z,38.41,44.8049,10,4.5,mb,35,152,1.376,0.96,us,us6000jk61,2023-01-29T17:12:30.040Z,"20 km SW of Khowy, Iran",earthquake,8.16,1.937,0.077,50,reviewed,us,us
2023-01-29T14:41:14.634Z,38.5096,44.7975,10,4.7,mb,32,146,1.38,1.07,us,us6000jk5x,2023-01-29T17:05:44.040Z,"14 km WSW of Khowy, Iran",earthquake,6.5,1.92,0.072,59,reviewed,us,us
2023-01-29T12:19:47.148Z,35.3629,139.2766,146.588,4.7,mb,91,117,1.128,1.03,us,us6000jk5m,2023-01-30T08:13:42.851Z,"",earthquake,5.81,1.672,0.036,240,reviewed,us,us
2023-01-29T05:15:38.779Z,2.7299,127.0686,62.215,4.6,mb,56,108,1.968,0.65,us,us6000jk40,2023-01-29T06:10:44.040Z,"Molucca Sea",earthquake,8.06,7.555,0.086,44,reviewed,us,us
2023-01-29T04:38:27.246Z,-9.0088,67.2491,10,4.8,mb,29,110,5.389,0.46,us,us6000jk3x,2023-01-29T05:05:42.040Z,"Mid-Indian Ridge",earthquake,8.62,1.88,0.115,23,reviewed,us,us
2023-01-29T04:23:29.251Z,5.5624,125.1016,11.464,5,mb,32,110,1.571,1.05,us,us6000jk3r,2023-01-29T17:22:19.099Z,"",earthquake,8.59,4.786,0.078,56,reviewed,us,us
2023-01-29T03:20:21.419Z,2.8217,126.9677,58.138,4.5,mb,23,116,2.075,0.72,us,us6000jk3i,2023-01-29T03:36:12.040Z,"167 km NW of Tobelo, Indonesia",earthquake,9.41,8.724,0.14,16,reviewed,us,us
2023-01-29T01:45:44.885Z,2.8834,126.7959,49.533,4.6,mb,26,111,2.174,0.73,us,us6000jk36,2023-01-29T02:15:07.040Z,"Molucca Sea",earthquake,12.45,6.32,0.107,26,reviewed,us,us
2023-01-28T20:09:58.816Z,38.5084,44.8234,10,4.5,mb,29,83,1.4,0.91,us,us6000jk1j,2023-01-28T22:32:40.040Z,"12 km WSW of Khowy, Iran",earthquake,8,1.922,0.096,32,reviewed,us,us
2023-01-28T19:15:18.301Z,1.9422,128.2275,146.268,5.3,mww,162,24,1.446,0.86,us,us6000jk18,2023-01-28T19:34:58.040Z,"33 km NE of Tobelo, Indonesia",earthquake,6.56,4.915,0.059,28,reviewed,us,us
2023-01-28T18:14:45.863Z,38.4239,44.9091,16,5.9,mww,235,31,1.459,0.75,us,us6000jk0t,2023-02-04T04:28:47.132Z,"14 km SSW of Khowy, Iran",earthquake,4.81,1.793,0.045,48,reviewed,us,us
2023-01-28T17:35:55.248Z,52.2371,157.3806,140.436,4.7,mb,46,137,0.894,0.75,us,us6000jk0q,2023-01-28T18:05:42.040Z,"",earthquake,9.72,6.219,0.037,223,reviewed,us,us
2023-01-28T15:47:55.771Z,-6.5458,129.8538,169.895,4.8,mww,59,51,2.023,0.74,us,us6000jk04,2023-02-03T21:47:46.040Z,"Banda Sea",earthquake,7.09,6.049,0.098,10,reviewed,us,us
2023-01-28T13:53:09.671Z,33.5453,45.6996,10,4.6,mb,40,112,4.04,0.63,us,us6000jjzp,2023-01-28T16:32:27.040Z,"26 km SSE of Mandal?, Iraq",earthquake,10.05,1.798,0.07,62,reviewed,us,us
2023-01-28T11:58:29.480Z,-3.7951,-80.4995,59.274,4.5,mb,17,173,0.497,0.73,us,us6000jjzg,2023-01-28T12:31:09.040Z,"",earthquake,10.35,8.778,0.222,6,reviewed,us,us
2023-01-28T09:13:23.224Z,-34.8004,54.3648,10,5.1,mww,89,64,11.771,0.58,us,us6000jjyp,2023-02-03T21:31:55.040Z,"Southwest Indian Ridge",earthquake,10.43,1.766,0.093,11,reviewed,us,us
2023-01-28T05:02:34.818Z,13.1645,145.5474,10,5,mb,29,140,0.784,0.63,us,us6000jjxp,2023-02-06T05:13:11.201Z,"82 km ESE of Yigo Village, Guam",earthquake,11.53,1.918,0.076,57,reviewed,us,us
2023-01-28T02:51:33.287Z,-24.3633,-179.7587,506.61,4.5,mb,21,107,5.148,0.63,us,us6000jjwj,2023-01-28T03:18:26.040Z,"",earthquake,21.36,14.945,0.15,15,reviewed,us,us
2023-01-28T00:03:31.369Z,3.129,127.084,35.104,4.6,mb,31,112,2.358,0.46,us,us6000jjvx,2023-01-28T00:23:38.040Z,"185 km NNW of Tobelo, Indonesia",earthquake,6.26,8.655,0.119,21,reviewed,us,us
2023-01-27T20:25:29.172Z,10.6669,125.4543,90.822,5.4,mww,227,24,3.576,0.72,us,us6000jjtj,2023-01-30T16:41:54.040Z,"Leyte, Philippines",earthquake,8.55,4.005,0.066,22,reviewed,us,us
2023-01-27T18:18:00.454Z,-2.8446,129.6184,20.664,4.7,mb,92,62,2.628,0.6,us,us6000jjsz,2023-01-27T20:31:54.040Z,"95 km NE of Amahai, Indonesia",earthquake,4.25,4.631,0.066,78,reviewed,us,us
2023-01-27T16:37:39.419Z,-23.7222,-179.4605,525.778,4.6,mb,33,122,4.686,0.53,us,us6000jjsa,2023-01-27T17:00:08.040Z,"south of the Fiji Islands",earthquake,16.53,18.134,0.1,30,reviewed,us,us
2023-01-27T16:33:28.276Z,-23.3301,-179.8864,528.172,4.5,mb,28,115,4.841,0.64,us,us6000jjs9,2023-01-27T17:14:45.040Z,"south of the Fiji Islands",earthquake,14.76,10.621,0.118,21,reviewed,us,us
2023-01-27T11:06:54.630Z,18.7795,-64.3253,33,4.6,ml,21,217,0.7621,0.46,pr,pr2023027001,2023-01-27T18:56:35.897Z,"70 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,2.76,9.97,0.08,13,reviewed,pr,pr
2023-01-27T10:51:18.438Z,-16.5691,-69.7504,195.543,4.5,mb,69,105,1.047,0.82,us,us6000jjn6,2023-01-27T14:03:57.040Z,"",earthquake,7.09,4.387,0.078,48,reviewed,us,us
2023-01-27T05:29:21.314Z,-49.5504,117.4545,10,5,mb,32,145,16.609,0.56,us,us6000jjm1,2023-01-27T05:47:50.040Z,"",earthquake,15.42,1.926,0.107,28,reviewed,us,us
2023-01-27T04:34:38.938Z,5.0199,-76.2029,103.42,4.5,mb,40,95,1.343,0.7,us,us6000jjlq,2023-01-27T12:24:35.798Z,"14 km NNE of San José del Palmar, Colombia",earthquake,7.06,8.868,0.085,40,reviewed,us,us
2023-01-27T03:21:35.761Z,13.7912,120.5476,110.676,4.5,mb,34,111,8.312,0.5,us,us6000jjlk,2023-01-27T04:14:12.040Z,"",earthquake,8,8.337,0.08,46,reviewed,us,us
2023-01-27T00:10:43.268Z,41.4478,77.4532,10,4.6,mb,33,76,0.385,0.37,us,us6000jjkp,2023-01-27T03:13:34.784Z,"80 km SSE of Kadzhi-Say, Kyrgyzstan",earthquake,5.1,1.913,0.114,23,reviewed,us,us
2023-01-26T19:30:46.687Z,57.338,-33.2601,10,5.3,mww,62,81,7.313,0.72,us,us6000jjj3,2023-01-26T19:46:23.040Z,"Reykjanes Ridge",earthquake,9.15,1.894,0.086,13,reviewed,us,us
2023-01-26T19:17:03.712Z,57.3763,-33.374,10,5.2,mww,103,61,7.241,0.87,us,us6000jjj0,2023-01-26T19:51:10.040Z,"Reykjanes Ridge",earthquake,5.65,1.861,0.048,41,reviewed,us,us
2023-01-26T17:55:29.330Z,-12.4691,166.9634,212.274,4.9,mb,63,26,8.436,0.65,us,us6000jjim,2023-01-27T14:56:48.040Z,"168 km NNW of Sola, Vanuatu",earthquake,10.35,5.8,0.034,278,reviewed,us,us
2023-01-26T17:25:59.107Z,2.8087,126.8523,40.28,4.6,mb,49,118,2.088,0.94,us,us6000jjik,2023-01-27T14:50:25.040Z,"175 km NW of Tobelo, Indonesia",earthquake,12.92,7.382,0.084,42,reviewed,us,us
2023-01-26T16:41:36.896Z,50.6252,-172.6345,13.384,5.1,mww,167,135,1.888,0.8,us,us6000jjid,2023-02-06T16:56:29.268Z,"205 km SSE of Atka, Alaska",earthquake,7.39,4.475,0.069,20,reviewed,us,us
2023-01-26T16:04:56.294Z,30.5315,137.5483,480.991,4.5,mb,141,44,3.218,0.51,us,us6000jjgm,2023-01-26T16:27:07.040Z,"Izu Islands, Japan region",earthquake,9.43,7.3,0.05,118,reviewed,us,us
2023-01-26T15:57:01.678Z,-5.6296,154.2556,128.292,4.5,mb,110,86,2.527,0.55,us,us6000jjgk,2023-01-27T19:58:04.040Z,"155 km WNW of Panguna, Papua New Guinea",earthquake,9.27,6.964,0.057,98,reviewed,us,us
2023-01-26T14:19:02.828Z,-17.8522,-173.4025,35,4.8,mb,16,203,0.975,1.09,us,us6000jjfu,2023-01-26T14:38:13.040Z,"107 km NE of Neiafu, Tonga",earthquake,9.66,1.991,0.135,17,reviewed,us,us
2023-01-26T13:56:50.123Z,23.2115,123.3863,10,4.9,mb,47,108,1.296,0.99,us,us6000jjfs,2023-01-26T14:28:00.040Z,"144 km SSE of Yonakuni, Japan",earthquake,7.31,1.899,0.058,94,reviewed,us,us
2023-01-26T13:05:39.821Z,11.6697,43.9143,10,4.8,mb,45,59,1.055,0.46,us,us6000jjdl,2023-01-29T14:57:19.879Z,"75 km ESE of Obock, Djibouti",earthquake,4.77,1.919,0.088,40,reviewed,us,us
2023-01-26T10:45:52.904Z,-30.2276,-178.6745,131,6,mww,110,34,1.165,1.2,us,us6000jjcy,2023-01-28T01:33:17.988Z,"Kermadec Islands, New Zealand",earthquake,9.92,1.864,0.055,32,reviewed,us,us
2023-01-26T06:33:44.558Z,2.874,127.1574,59.198,4.9,mb,58,109,2.099,0.66,us,us6000jjce,2023-01-26T06:54:28.040Z,"",earthquake,8.75,8.121,0.082,53,reviewed,us,us
2023-01-26T04:23:51.406Z,2.8733,126.965,35,5.7,mww,91,38,2.126,0.85,us,us6000jjbj,2023-01-27T04:27:29.871Z,"171 km NW of Tobelo, Indonesia",earthquake,8.47,1.887,0.061,26,reviewed,us,us
2023-01-26T04:16:05.490Z,16.6078,-25.6214,10,5.3,mb,76,43,9.079,0.59,us,us6000jjbh,2023-01-27T00:56:34.017Z,"74 km SW of Porto Novo, Cabo Verde",earthquake,10.04,1.833,0.026,502,reviewed,us,us
2023-01-26T04:07:54.913Z,-30.4621,-178.5405,35,4.5,mb,13,155,1.312,0.52,us,us6000jjbd,2023-01-26T22:48:32.040Z,"Kermadec Islands, New Zealand",earthquake,11.74,1.973,0.191,12,reviewed,us,us
2023-01-26T03:16:21.963Z,-1.9745,-79.9816,77.663,4.6,mb,26,136,0.474,0.46,us,us6000jjb9,2023-01-26T22:45:49.040Z,"4 km SSW of El Triunfo, Ecuador",earthquake,4.87,8.251,0.165,11,reviewed,us,us
2023-01-25T23:21:33.679Z,29.7569,102.0783,10,4.9,mb,85,56,8.557,0.88,us,us6000jjai,2023-01-25T23:40:14.040Z,"Western Sichuan, China",earthquake,7.12,1.599,0.066,72,reviewed,us,us
2023-01-25T23:14:42.540Z,-24.019,179.9833,514.333,4.5,mb,64,66,5.548,0.77,us,us6000jjae,2023-01-25T23:43:49.040Z,"south of the Fiji Islands",earthquake,12.3,6.883,0.053,105,reviewed,us,us
2023-01-25T22:27:31.440Z,20.216,146.1963,35,4.7,mb,58,134,17.192,0.52,us,us6000jja4,2023-01-25T23:12:17.040Z,"Mariana Islands region",earthquake,11.73,1.927,0.07,62,reviewed,us,us
2023-01-25T20:30:44.433Z,29.7128,102.0765,10,4.5,mb,23,76,6.458,0.88,us,us6000jj99,2023-01-27T16:22:09.040Z,"34 km SSE of Kangding, China",earthquake,10.9,1.937,0.164,11,reviewed,us,us
2023-01-25T20:13:06.656Z,-28.3524,-175.9795,10,5,mb,38,121,14.103,1.02,us,us6000jj8y,2023-01-25T20:45:54.040Z,"Kermadec Islands region",earthquake,13.92,1.447,0.1,32,reviewed,us,us
2023-01-25T19:49:45.325Z,29.7656,102.0473,10,5.5,mww,118,27,8.571,0.77,us,us6000jj8s,2023-01-26T20:04:09.438Z,"27 km SSE of Kangding, China",earthquake,8.32,1.763,0.063,24,reviewed,us,us
2023-01-25T19:31:08.670Z,2.8058,127.3046,50.39,4.5,mb,48,145,2.021,0.91,us,us6000jj8q,2023-01-27T16:06:24.040Z,"142 km NNW of Tobelo, Indonesia",earthquake,11.14,8.879,0.087,39,reviewed,us,us
2023-01-25T16:02:10.344Z,35.7891,79.8617,10,5.3,mb,160,36,5.833,0.73,us,us6000jj6p,2023-01-25T20:47:41.723Z,"146 km S of Hotan, China",earthquake,7.16,1.832,0.042,191,reviewed,us,us
2023-01-25T15:51:50.966Z,2.8851,126.9928,45.547,4.6,mb,24,118,2.132,0.95,us,us6000jj7q,2023-01-25T16:40:49.040Z,"170 km NW of Tobelo, Indonesia",earthquake,8.72,8.392,0.116,22,reviewed,us,us
2023-01-25T15:09:34.409Z,-31.4512,-178.1953,37.76,5,mb,53,62,6.745,0.9,us,us6000jj6h,2023-01-25T15:52:20.040Z,"Kermadec Islands region",earthquake,11.56,6.045,0.085,44,reviewed,us,us
2023-01-25T14:12:54.029Z,-6.1056,155.1407,158.785,4.8,mww,140,52,5.801,1.11,us,us6000jj6a,2023-01-25T14:32:46.040Z,"44 km WNW of Panguna, Papua New Guinea",earthquake,3.67,6.459,0.098,10,reviewed,us,us
2023-01-25T13:13:38.222Z,41.2102,84.2142,10,4.6,mb,33,102,4.098,0.68,us,us6000jj5y,2023-01-27T15:08:46.040Z,"121 km ESE of Kuqa, China",earthquake,9.05,1.934,0.164,11,reviewed,us,us
2023-01-25T12:46:17.709Z,-5.5069,153.6635,42.747,4.6,mb,30,173,7.522,0.84,us,us6000jj5v,2023-01-25T13:12:13.040Z,"201 km SE of Kokopo, Papua New Guinea",earthquake,13.74,9.073,0.11,25,reviewed,us,us
2023-01-25T12:37:05.514Z,35.7757,28.5931,25.889,5.9,mww,126,34,0.581,1.35,us,us6000jj5k,2023-01-26T12:41:20.176Z,"eastern Mediterranean Sea",earthquake,6.11,4.203,0.049,40,reviewed,us,us
2023-01-25T05:15:30.147Z,12.9459,-88.7273,67.408,4.6,mwr,119,135,0.789,0.99,us,us6000jj31,2023-01-25T17:21:50.760Z,"",earthquake,5.69,5.72,0.083,14,reviewed,us,us
2023-01-25T03:35:20.562Z,9.2148,126.5496,35,4.6,mb,50,129,2.338,0.93,us,us6000jj2r,2023-01-25T23:46:56.040Z,"40 km E of Cortes, Philippines",earthquake,8.23,1.924,0.087,40,reviewed,us,us
2023-01-25T01:00:48.872Z,37.5881,141.6819,45.602,4.8,mwr,90,98,2.968,0.67,us,us6000jj1u,2023-01-26T12:02:10.489Z,"61 km E of Namie, Japan",earthquake,7.55,5.092,0.073,18,reviewed,us,us
2023-01-24T22:54:58.121Z,27.9123,139.453,507.551,4.6,mb,79,105,5.195,0.64,us,us6000jj1l,2023-01-24T23:09:09.040Z,"Bonin Islands, Japan region",earthquake,10.13,6.14,0.058,89,reviewed,us,us
2023-01-24T20:25:34.729Z,34.8994,14.3274,10,5.3,mww,127,70,5.221,0.57,us,us6000jj05,2023-01-30T20:27:36.641Z,"central Mediterranean Sea",earthquake,8.2,1.842,0.036,76,reviewed,us,us
2023-01-24T20:17:57.728Z,3.1707,127.0414,28.893,5.3,mb,157,50,2.405,1.04,us,us6000jj00,2023-01-27T18:12:57.644Z,"Pulau-Pulau Talaud, Indonesia",earthquake,6.36,3.805,0.042,199,reviewed,us,us
2023-01-24T20:12:55.847Z,2.9579,127.2868,40.251,4.5,mb,46,72,2.173,0.76,us,us6000jizz,2023-01-24T22:57:20.040Z,"157 km NNW of Tobelo, Indonesia",earthquake,7.71,6.44,0.093,39,reviewed,us,us
2023-01-24T19:08:29.504Z,-21.6237,-68.4797,121.452,4.5,mb,52,36,0.729,1.12,us,us6000jiz1,2023-01-24T19:56:16.040Z,"102 km NNE of Calama, Chile",earthquake,4.02,6.104,0.084,47,reviewed,us,us
