time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-24T18:37:00.133Z,-26.7346,-63.118,596.117,6.4,mww,282,16,5.2,0.69,us,us6000jiyj,2023-02-03T01:28:14.587Z,"31 km WSW of Campo Gallo, Argentina",earthquake,7.65,2.796,0.035,79,reviewed,us,us
2023-01-24T16:10:15.889Z,3.5382,128.5469,10,5.2,mww,71,83,2.99,0.63,us,us6000jiy0,2023-01-24T16:31:21.040Z,"208 km NNE of Tobelo, Indonesia",earthquake,7.96,1.878,0.078,16,reviewed,us,us
2023-01-24T15:57:08.550Z,50.0876,142.5264,10,4.5,mb,78,103,3.135,0.48,us,us6000jixw,2023-01-24T16:25:21.040Z,"44 km NNW of Smirnykh, Russia",earthquake,10.01,1.83,0.071,59,reviewed,us,us
2023-01-24T13:11:21.953Z,3.0692,126.9846,35,4.9,mb,74,104,2.314,0.76,us,us6000jiwc,2023-01-24T13:46:35.040Z,"187 km NW of Tobelo, Indonesia",earthquake,8.16,1.808,0.063,79,reviewed,us,us
2023-01-24T12:06:34.119Z,2.8233,127.0129,35,4.5,mb,49,105,2.068,0.67,us,us6000jiw4,2023-01-24T14:21:05.040Z,"164 km NW of Tobelo, Indonesia",earthquake,9.17,1.908,0.09,36,reviewed,us,us
2023-01-24T11:23:08.350Z,-21.3068,-68.3886,118.147,4.6,mwr,81,35,1.058,0.62,us,us6000jivz,2023-01-24T11:58:36.040Z,"",earthquake,5.52,6.125,,,reviewed,us,guc
2023-01-24T11:08:10.068Z,2.8408,127.2582,35,4.7,mb,47,84,2.058,0.33,us,us6000jivy,2023-01-24T12:41:48.040Z,"148 km NW of Tobelo, Indonesia",earthquake,4.48,1.878,0.089,38,reviewed,us,us
2023-01-24T08:58:32.284Z,29.5974,81.6522,25.227,5.6,mb,105,39,3.655,0.64,us,us6000jivm,2023-01-27T04:20:40.414Z,"62 km NW of Jumla, Nepal",earthquake,7.92,4.58,0.036,266,reviewed,us,us
2023-01-24T06:15:57.912Z,-22.1207,-175.4364,43.479,4.7,mb,36,148,0.971,0.46,us,us6000jiv5,2023-01-24T06:49:05.040Z,"100 km SSW of ‘Ohonua, Tonga",earthquake,10.54,8.569,0.062,80,reviewed,us,us
2023-01-24T05:35:07.154Z,2.8173,126.9755,53.755,4.5,mb,30,119,2.069,0.65,us,us6000jiuy,2023-01-24T05:55:54.040Z,"Molucca Sea",earthquake,10.26,8.929,0.118,22,reviewed,us,us
2023-01-24T05:04:39.347Z,2.873,126.9762,48.303,4.5,mb,38,117,2.123,0.4,us,us6000jiuq,2023-01-24T05:25:32.040Z,"170 km NW of Tobelo, Indonesia",earthquake,10.19,8.568,0.105,27,reviewed,us,us
2023-01-24T04:13:59.124Z,2.7674,127.1561,35,4.5,mb,24,123,1.993,0.57,us,us6000jiui,2023-01-24T23:36:14.040Z,"149 km NW of Tobelo, Indonesia",earthquake,11.11,1.939,0.131,17,reviewed,us,us
2023-01-24T04:02:54.571Z,2.8152,127.0691,35,4.9,mb,37,110,2.051,0.64,us,us6000jiud,2023-01-24T23:19:32.040Z,"159 km NW of Tobelo, Indonesia",earthquake,10.07,1.93,0.082,46,reviewed,us,us
2023-01-24T03:38:37.033Z,2.9666,127.1382,35,4.5,mb,23,185,2.192,0.88,us,us6000jiua,2023-01-24T23:12:36.040Z,"167 km NW of Tobelo, Indonesia",earthquake,5.42,1.964,0.14,15,reviewed,us,us
2023-01-24T02:53:31.197Z,2.9174,127.1702,35,4.6,mb,33,127,2.14,0.72,us,us6000jiu4,2023-01-24T22:57:21.040Z,"161 km NW of Tobelo, Indonesia",earthquake,11.19,1.94,0.105,27,reviewed,us,us
2023-01-24T02:30:04.742Z,2.949,127.1119,35,5.4,mb,103,60,2.178,0.69,us,us6000jitx,2023-01-25T02:33:34.240Z,"167 km NW of Tobelo, Indonesia",earthquake,8.45,1.829,0.045,168,reviewed,us,us
2023-01-24T02:25:23.600Z,2.8291,126.8647,35,4.7,mb,27,124,2.104,0.6,us,us6000jitw,2023-01-24T21:23:10.040Z,"176 km NW of Tobelo, Indonesia",earthquake,11.36,1.936,0.126,19,reviewed,us,us
2023-01-24T02:13:14.944Z,2.8162,126.9434,35,5.8,mww,115,31,2.074,0.5,us,us6000jitq,2023-01-25T02:16:47.539Z,"168 km NW of Tobelo, Indonesia",earthquake,6.98,1.809,0.058,29,reviewed,us,us
2023-01-24T01:10:21.142Z,2.7647,126.9115,19.977,5.1,mww,72,49,2.031,0.68,us,us6000jiti,2023-01-24T22:20:01.040Z,"167 km NW of Tobelo, Indonesia",earthquake,9.27,3.699,0.089,12,reviewed,us,us
2023-01-23T22:55:19.763Z,-5.4748,104.3869,81.614,4.5,mb,36,155,1.805,0.82,us,us6000jit5,2023-01-23T23:09:44.040Z,"90 km SW of Kotabumi, Indonesia",earthquake,9.59,3.283,0.102,28,reviewed,us,us
2023-01-23T18:17:34.538Z,2.8806,127.0996,11.958,5.5,mb,81,110,2.112,1.05,us,us6000jirz,2023-01-24T18:21:18.429Z,"162 km NW of Tobelo, Indonesia",earthquake,7.05,4.364,0.053,123,reviewed,us,us
2023-01-23T17:06:49.034Z,2.7517,126.938,35.081,5,mb,52,95,2.013,0.8,us,us7000j6e6,2023-01-23T17:42:23.040Z,"164 km NW of Tobelo, Indonesia",earthquake,12.13,7.042,0.077,53,reviewed,us,us
2023-01-23T15:38:36.453Z,2.7595,127.0544,49.772,4.6,mb,70,122,1.999,0.81,us,us7000j6cn,2023-01-23T17:13:38.040Z,"",earthquake,9.71,6.68,0.071,60,reviewed,us,us
2023-01-23T14:57:33.246Z,-5.512,147.1636,199.263,4.6,mb,29,121,3.868,0.97,us,us7000j6ci,2023-01-23T15:45:01.040Z,"",earthquake,11.87,9.002,0.114,23,reviewed,us,us
2023-01-23T14:09:00.247Z,2.9642,127.0078,57.251,4.5,mb,37,84,2.207,0.52,us,us7000j6cd,2023-01-23T15:37:17.040Z,"",earthquake,6.32,7.434,0.099,30,reviewed,us,us
2023-01-23T14:01:53.532Z,3.0087,127.0747,35,4.7,mb,78,109,2.241,0.62,us,us7000j6cb,2023-01-23T15:24:28.040Z,"175 km NW of Tobelo, Indonesia",earthquake,8.23,1.874,0.072,59,reviewed,us,us
2023-01-23T13:42:03.274Z,24.8127,93.0266,10,5.1,mb,84,47,5.465,0.72,us,us7000j6c8,2023-01-24T01:26:04.791Z,"2 km NE of Lakhipur, India",earthquake,7.8,1.837,0.046,156,reviewed,us,us
2023-01-23T10:37:52.930Z,35.0331,14.1929,10,5.1,mww,101,46,5.117,1.15,us,us7000j6bz,2023-01-24T21:04:27.493Z,"92 km SSW of Qrendi, Malta",earthquake,2.44,1.834,0.045,48,reviewed,us,us
2023-01-23T10:37:46.658Z,-23.3485,-179.5499,565.089,4.6,mb,32,99,4.572,0.74,us,us7000j6by,2023-01-23T11:36:38.040Z,"south of the Fiji Islands",earthquake,10.06,15.459,0.107,26,reviewed,us,us
2023-01-23T08:09:04.269Z,-23.0448,171.6843,10,4.9,mb,48,57,3.933,0.46,us,us7000j6bp,2023-01-23T08:34:56.040Z,"",earthquake,6.48,1.892,0.089,40,reviewed,us,us
2023-01-23T03:02:03.289Z,-57.6946,-23.6704,10,5.1,mb,63,85,7.956,0.75,us,us7000j6aw,2023-01-23T03:21:59.040Z,"South Sandwich Islands region",earthquake,11.18,1.875,0.064,79,reviewed,us,us
2023-01-23T02:59:43.370Z,23.5127,142.916,40.884,5.2,mb,86,100,9.949,1.28,us,us7000j6at,2023-01-23T03:18:48.040Z,"Volcano Islands, Japan region",earthquake,5.3,6.673,0.046,154,reviewed,us,us
2023-01-23T02:42:57.559Z,2.8162,127.2403,49.437,4.6,mb,35,131,2.035,0.47,us,us7000j6aq,2023-01-23T02:58:18.040Z,"147 km NW of Tobelo, Indonesia",earthquake,8.11,6.21,0.116,22,reviewed,us,us
2023-01-22T23:47:56.674Z,7.4286,-81.5713,10,4.5,mb,19,130,1.75,0.69,us,us6000jkbv,2023-01-31T00:02:21.040Z,"41 km SW of Río Grande, Panama",earthquake,8.7,1.942,0.221,6,reviewed,us,us
2023-01-22T22:50:51.538Z,2.6826,127.0214,35,4.5,mb,21,137,15.956,0.85,us,us6000jkbx,2023-01-30T23:52:24.040Z,"",earthquake,15.95,1.806,0.157,12,reviewed,us,us
2023-01-22T22:49:23.015Z,6.6828,126.7955,119.856,4.7,mb,70,96,1.267,0.45,us,us7000j6ab,2023-01-30T23:39:59.040Z,"54 km SE of Lukatan, Philippines",earthquake,8.87,5.856,0.055,101,reviewed,us,us
2023-01-22T22:08:56.529Z,14.0872,-91.3597,70.117,4.6,mb,20,190,0.945,0.33,us,us7000j6a4,2023-01-30T23:31:25.040Z,"14 km SSW of Nueva Concepción, Guatemala",earthquake,7.6,7.288,0.244,5,reviewed,us,us
2023-01-22T20:13:42.911Z,-7.1728,155.9412,120.975,5,mb,94,57,4.786,0.58,us,us7000j69w,2023-01-30T22:57:42.040Z,"107 km SSE of Panguna, Papua New Guinea",earthquake,5.54,5.115,0.063,81,reviewed,us,us
2023-01-22T18:56:11.236Z,-19.1853,-177.2759,387.431,4.6,mb,81,44,2.772,0.89,us,us7000j69j,2023-01-30T22:07:35.040Z,"Fiji region",earthquake,10.29,6.173,0.05,119,reviewed,us,us
2023-01-22T18:21:01.698Z,2.8623,127.0919,30.351,4.5,mb,73,115,2.095,0.57,us,us7000j69f,2023-01-30T19:23:17.040Z,"161 km NW of Tobelo, Indonesia",earthquake,9.86,4.679,0.071,59,reviewed,us,us
2023-01-22T17:57:43.070Z,2.729,127.0199,37.868,4.7,mb,63,86,1.975,0.65,us,us7000j69g,2023-01-30T19:06:29.040Z,"156 km NW of Tobelo, Indonesia",earthquake,6.1,6.227,0.075,54,reviewed,us,us
2023-01-22T16:57:12.253Z,-7.3974,128.475,162.532,4.6,mb,38,61,2.858,0.54,us,us7000j692,2023-01-22T17:13:34.040Z,"204 km NE of Lospalos, Timor Leste",earthquake,8.15,5.862,0.085,42,reviewed,us,us
2023-01-22T09:44:47.287Z,-2.6107,140.6554,29.072,4.7,mb,47,110,8.402,0.45,us,us7000j67f,2023-01-27T04:16:34.757Z,"3 km ESE of Abepura, Indonesia",earthquake,5.71,5.626,0.093,35,reviewed,us,us
2023-01-22T08:35:17.993Z,-3.6832,144.1303,10,4.5,mb,21,70,6.431,0.46,us,us7000j673,2023-01-23T00:27:38.521Z,"42 km N of Angoram, Papua New Guinea",earthquake,13.17,1.908,0.121,27,reviewed,us,us
2023-01-22T06:42:07.533Z,2.7282,127.0041,61.864,4.6,mb,69,108,1.977,0.57,us,us7000j66q,2023-01-22T07:22:26.040Z,"157 km NW of Tobelo, Indonesia",earthquake,8.29,4.806,0.074,57,reviewed,us,us
2023-01-22T06:16:02.773Z,-6.5137,129.4549,214.845,4.9,mb,75,57,2.34,0.86,us,us7000j66k,2023-01-22T06:33:47.040Z,"Banda Sea",earthquake,6.21,5.128,0.059,90,reviewed,us,us
2023-01-22T06:07:27.622Z,-15.2559,-75.6919,23.472,4.5,mb,42,155,3.436,0.79,us,us7000j66j,2023-01-22T06:59:56.040Z,"58 km WNW of San Juan, Peru",earthquake,10.02,7.23,0.091,35,reviewed,us,us
2023-01-22T05:39:52.046Z,-2.8853,127.7646,41.986,4.6,mb,32,77,3.654,0.76,us,us7000j66h,2023-01-22T05:56:01.040Z,"100 km NNW of Ambon, Indonesia",earthquake,7.72,8.561,0.113,23,reviewed,us,us
2023-01-22T04:46:47.035Z,38.8604,22.9215,10.051,4.6,mb,51,55,0.484,0.89,us,us7000j667,2023-01-22T07:06:16.377Z,"10 km W of Loutrá Aidhipsoú, Greece",earthquake,3.6,4.532,0.109,25,reviewed,us,us
2023-01-22T03:27:42.289Z,53.3381,-169.311,130.449,4.8,mb,79,129,0.842,0.93,us,us7000j65z,2023-02-05T02:45:08.616Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,8.41,5.411,0.03,353,reviewed,us,us
2023-01-22T02:48:37.071Z,-21.0091,-173.7549,10,5,mb,22,150,1.304,0.84,us,us7000j65p,2023-01-22T03:05:37.040Z,"Tonga",earthquake,7.44,1.943,0.146,15,reviewed,us,us
2023-01-21T23:21:45.069Z,6.9056,126.6926,143.798,4.5,mb,41,116,1.117,0.65,us,us7000j64y,2023-01-22T02:44:21.040Z,"Mindanao, Philippines",earthquake,9.17,5.461,0.099,30,reviewed,us,us
2023-01-21T22:35:30.944Z,57.3688,-33.423,10,5.3,mww,145,44,8.516,0.59,us,us7000j64n,2023-01-21T22:53:34.040Z,"",earthquake,9.33,1.843,0.062,25,reviewed,us,us
2023-01-21T21:56:59.449Z,-48.9243,-8.375,10,4.9,mb,23,113,27.399,0.28,us,us7000j64j,2023-01-21T22:25:47.040Z,"southern Mid-Atlantic Ridge",earthquake,12.57,1.892,0.126,20,reviewed,us,us
2023-01-21T20:06:52.313Z,2.7891,127.0311,41.244,5.1,mww,142,56,2.032,0.67,us,us7000j646,2023-01-21T20:25:53.040Z,"160 km NW of Tobelo, Indonesia",earthquake,6.42,6.19,0.08,15,reviewed,us,us
2023-01-21T19:49:28.652Z,57.4012,-33.376,10,5.7,mww,185,33,7.225,0.79,us,us7000j644,2023-01-22T19:54:11.580Z,"",earthquake,7.88,1.845,0.038,68,reviewed,us,us
2023-01-21T19:25:19.793Z,4.5702,95.0354,56.006,4.5,mb,41,169,2.014,0.78,us,us7000j63x,2023-01-22T00:40:49.040Z,"112 km SSW of Banda Aceh, Indonesia",earthquake,5.12,8.542,0.115,22,reviewed,us,us
2023-01-21T19:22:20.669Z,57.4518,-33.4184,10,4.8,mb,85,118,7.177,0.52,us,us7000j640,2023-01-21T19:57:29.040Z,"Reykjanes Ridge",earthquake,10.32,1.923,0.061,83,reviewed,us,us
2023-01-21T19:20:27.360Z,57.4657,-33.3833,10,5.2,mww,118,58,7.184,0.82,us,us7000j63w,2023-01-21T19:41:56.040Z,"Reykjanes Ridge",earthquake,8.72,1.86,0.058,29,reviewed,us,us
2023-01-21T17:59:48.536Z,5.0407,-82.6392,10,4.5,mb,89,129,3.729,0.74,us,us7000j63m,2023-01-21T18:55:50.040Z,"south of Panama",earthquake,7.9,1.906,0.061,81,reviewed,us,us
2023-01-21T16:06:01.272Z,-27.3604,-176.5961,10,4.8,mb,18,123,6.293,1.04,us,us6000jjqp,2023-01-27T21:01:52.040Z,"Kermadec Islands region",earthquake,13.01,1.923,0.197,9,reviewed,us,us
2023-01-21T14:59:14.245Z,5.984,125.7852,80.12,4.5,mb,30,128,1.098,0.62,us,us7000j631,2023-01-22T13:35:06.683Z,"11 km E of Mangili, Philippines",earthquake,7.51,8.055,0.111,24,reviewed,us,us
2023-01-21T13:29:08.389Z,-4.4634,132.8145,10,4.6,mb,18,155,1.635,0.89,us,us7000j62m,2023-01-27T21:15:04.040Z,"129 km N of Tual, Indonesia",earthquake,9.33,1.947,0.146,14,reviewed,us,us
2023-01-21T13:26:03.339Z,18.3,145.9099,152.773,4.8,mb,68,53,4.79,1.05,us,us7000j62k,2023-01-21T13:46:29.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.59,7.287,0.038,212,reviewed,us,us
2023-01-21T09:24:41.305Z,2.7991,127.097,48.918,4.5,mb,35,121,2.032,0.68,us,us7000j61s,2023-01-21T09:56:06.040Z,"155 km NW of Tobelo, Indonesia",earthquake,9.68,8.357,0.104,28,reviewed,us,us
2023-01-21T07:57:06.952Z,3.9853,-32.2519,10,4.9,mb,41,46,18.747,0.78,us,us7000j61d,2023-02-01T07:42:23.040Z,"central Mid-Atlantic Ridge",earthquake,11.97,1.886,0.094,35,reviewed,us,us
2023-01-21T06:17:08.477Z,2.7842,127.0146,52.582,4.7,mb,42,115,2.03,0.83,us,us7000j610,2023-02-01T07:28:27.040Z,"Molucca Sea",earthquake,8.88,5.883,0.093,35,reviewed,us,us
2023-01-21T05:47:22.211Z,-57.2805,-25.6604,44.648,4.9,mb,48,69,17.271,0.77,us,us7000j60t,2023-02-01T06:58:38.040Z,"South Sandwich Islands region",earthquake,12.59,7.559,0.081,47,reviewed,us,us
2023-01-21T04:07:07.830Z,53.3002,-163.5332,23.807,4.6,mb,58,211,1.387,0.75,us,us7000j606,2023-02-03T01:44:35.317Z,"",earthquake,7.53,8.311,0.116,25,reviewed,us,us
2023-01-21T03:58:09.663Z,2.7788,127.0784,47.107,5.1,mb,66,111,2.014,1.06,us,us7000j603,2023-01-21T04:14:23.040Z,"155 km NW of Tobelo, Indonesia",earthquake,7.67,7.156,0.077,54,reviewed,us,us
2023-01-21T02:50:36.279Z,3.2299,96.1937,47.098,4.5,mb,30,167,2.123,0.77,us,us7000j5zt,2023-01-21T22:45:07.040Z,"northern Sumatra, Indonesia",earthquake,9.13,3.097,0.124,19,reviewed,us,us
2023-01-21T01:14:37.030Z,2.4765,126.7826,43.449,4.6,mb,42,106,1.791,0.51,us,us7000j5zi,2023-01-21T03:29:14.040Z,"159 km WNW of Tobelo, Indonesia",earthquake,10.12,8.383,0.088,38,reviewed,us,us
2023-01-20T22:47:25.714Z,-19.9412,-68.9363,121.466,4.5,mb,25,70,0.364,0.81,us,us7000j5xr,2023-01-20T23:53:14.811Z,"Chile-Bolivia border region",earthquake,6.27,8.749,0.145,14,reviewed,us,us
2023-01-20T22:09:39.774Z,-26.7209,-63.0394,610.671,6.8,mww,60,61,5.129,1.45,us,us7000j5x2,2023-01-22T12:41:14.960Z,"",earthquake,10.85,4.743,0.047,43,reviewed,us,us
2023-01-20T21:30:51.287Z,-3.9681,34.3621,10,4.6,mb,51,70,4.008,0.54,us,us7000j5wu,2023-01-21T02:12:30.493Z,"33 km N of Kiomboi, Tanzania",earthquake,9.02,1.917,0.083,43,reviewed,us,us
2023-01-20T18:05:42.096Z,37.7696,141.5306,69.558,4.5,mb,139,98,2.923,0.54,us,us7000j5vu,2023-01-26T11:54:48.268Z,"",earthquake,7.4,6.689,0.052,120,reviewed,us,us
2023-01-20T18:05:07.253Z,-5.2778,101.8249,25.488,4.5,mb,44,87,1.449,0.69,us,us7000j5vt,2023-01-20T19:47:20.040Z,"",earthquake,7.41,5.839,0.097,31,reviewed,us,us
2023-01-20T17:49:34.446Z,2.8019,127.0115,22.687,5,mb,126,55,2.048,1.13,us,us7000j5vr,2023-01-20T18:38:11.040Z,"",earthquake,7.36,2.103,0.054,119,reviewed,us,us
2023-01-20T12:41:15.534Z,-27.9526,-176.3063,10,5.4,mww,54,56,6.827,0.49,us,us7000j5sy,2023-02-05T06:19:10.641Z,"Kermadec Islands region",earthquake,11.71,1.852,0.089,12,reviewed,us,us
2023-01-20T11:23:40.603Z,16.1397,-62.1529,162,6.1,mww,160,18,0.526,0.49,us,us7000j5sc,2023-02-05T05:57:48.122Z,"40 km WSW of Pointe-Noire, Guadeloupe",earthquake,5.48,1.874,0.039,63,reviewed,us,us
2023-01-20T11:23:40.000Z,16.239,-62.015,165.3,5.8,Mi,21,122.39999020800079,,,pt,pt23020000,2023-01-20T19:25:03.931Z,"24 km W of Pointe-Noire, Guadeloupe",earthquake,,,,7,reviewed,pt,pt
2023-01-20T10:40:12.947Z,3.005,127.1757,35,4.7,mb,46,134,2.227,0.36,us,us7000j5s7,2023-01-20T11:07:03.040Z,"168 km NNW of Tobelo, Indonesia",earthquake,9.27,1.939,0.091,37,reviewed,us,us
2023-01-20T08:58:08.992Z,3.5848,128.5719,11.49,4.9,mb,51,109,3.043,0.85,us,us7000j5qh,2023-01-29T09:28:34.040Z,"214 km NNE of Tobelo, Indonesia",earthquake,3.7,4.396,0.088,40,reviewed,us,us
2023-01-20T06:49:23.096Z,42.0094,-29.3742,10,4.6,mb,28,139,5.171,0.46,us,us6000jjnz,2023-01-29T08:43:26.040Z,"Azores Islands region",earthquake,13.7,1.936,0.129,18,reviewed,us,us
2023-01-20T05:48:28.582Z,38.9239,142.1003,47.894,5,mb,187,128,2.027,0.85,us,us7000j5pu,2023-01-29T07:02:08.250Z,"37 km ESE of ?funato, Japan",earthquake,7.73,6.169,0.044,164,reviewed,us,us
2023-01-20T04:51:55.238Z,-56.4321,158.7822,10,4.7,mb,17,102,1.941,0.83,us,us7000j5pn,2023-01-21T21:51:16.040Z,"Macquarie Island region",earthquake,6.84,1.925,0.159,12,reviewed,us,us
2023-01-20T03:46:06.105Z,39.0628,70.7087,14.558,4.7,mb,35,158,0.943,0.65,us,us7000j5pg,2023-01-20T04:05:43.040Z,"29 km E of Rasht, Tajikistan",earthquake,6.39,5.263,0.079,50,reviewed,us,us
2023-01-20T03:11:31.544Z,-15.4484,-172.8284,10,4.9,mb,22,166,2.494,0.45,us,us7000j5p0,2023-01-20T03:30:39.040Z,"117 km ENE of Hihifo, Tonga",earthquake,10.14,1.944,0.056,103,reviewed,us,us
2023-01-19T20:35:20.072Z,2.7314,127.0244,51.227,4.7,mb,77,99,1.976,0.79,us,us7000j5ls,2023-02-01T16:43:57.040Z,"155 km NW of Tobelo, Indonesia",earthquake,7.38,5.615,0.063,77,reviewed,us,us
2023-01-19T18:51:37.067Z,2.6425,126.8328,54.043,4.5,mb,59,73,1.933,0.83,us,us7000j5kz,2023-02-01T15:02:48.040Z,"165 km NW of Tobelo, Indonesia",earthquake,9.41,6.444,0.082,44,reviewed,us,us
2023-01-19T17:52:44.335Z,-21.3768,-174.1303,10,5,mww,51,69,1.022,1.06,us,us7000j5km,2023-02-01T14:13:37.040Z,"85 km E of ‘Ohonua, Tonga",earthquake,4.54,1.698,0.098,10,reviewed,us,us
2023-01-19T17:51:33.334Z,2.5779,126.8722,70.954,4.7,mb,49,108,1.861,0.83,us,us7000j5kl,2023-02-01T14:07:48.040Z,"157 km NW of Tobelo, Indonesia",earthquake,5.58,7.615,0.074,55,reviewed,us,us
2023-01-19T17:43:41.167Z,1.222,-85.3077,10,4.8,mb,74,75,5.323,0.98,us,us7000j5kj,2023-01-30T22:31:09.040Z,"off the coast of Ecuador",earthquake,7.54,1.826,0.04,189,reviewed,us,us
2023-01-19T17:25:25.360Z,1.1421,-85.3514,10,4.6,mb,37,74,5.254,0.75,us,us6000jjhu,2023-01-30T22:24:10.040Z,"off the coast of Ecuador",earthquake,8.81,1.882,0.141,15,reviewed,us,us
2023-01-19T16:57:33.189Z,-35.6972,-103.8494,10,4.8,mb,53,127,25.217,0.52,us,us7000j5ke,2023-01-19T17:35:01.040Z,"southeast of Easter Island",earthquake,7.92,1.818,0.085,43,reviewed,us,us
2023-01-19T16:55:04.427Z,-17.342,-178.9889,553.014,4.5,mb,30,44,2.851,0.93,us,us7000j5jy,2023-01-19T17:17:02.040Z,"196 km ENE of Levuka, Fiji",earthquake,11.55,7.077,0.115,22,reviewed,us,us
2023-01-19T13:01:08.147Z,13.7446,145.0964,120.896,5,mb,56,68,0.27,0.62,us,us7000j5hv,2023-02-04T13:11:17.862Z,"32 km NE of Yigo Village, Guam",earthquake,12.03,6.484,0.045,154,reviewed,us,us
2023-01-19T13:00:21.470Z,2.9275,127.049,53.443,4.8,mb,41,132,2.165,0.89,us,us7000j5ht,2023-01-19T13:41:52.040Z,"170 km NW of Tobelo, Indonesia",earthquake,5.98,8.97,0.079,50,reviewed,us,us
2023-01-19T12:29:50.043Z,2.7597,127.0019,48.669,4.7,mb,44,119,2.008,1.01,us,us7000j5hq,2023-01-20T12:49:24.040Z,"159 km NW of Tobelo, Indonesia",earthquake,9.27,8.17,0.086,41,reviewed,us,us
2023-01-19T11:56:51.880Z,-6.2454,125.3943,546.03,4.9,mb,69,37,3.662,0.65,us,us7000j5hm,2023-01-19T12:15:58.040Z,"255 km N of Metinaro, Timor Leste",earthquake,11.13,9.164,0.059,89,reviewed,us,us
2023-01-19T11:45:14.375Z,53.5331,-163.6261,25.299,4.8,mb,96,92,1.159,0.84,us,us7000j5hk,2023-02-04T00:56:22.832Z,"147 km S of False Pass, Alaska",earthquake,6.22,5.407,0.059,89,reviewed,us,us
2023-01-19T11:34:03.747Z,10.0936,93.5847,10,4.8,mb,33,76,5.871,0.82,us,us6000jjhd,2023-01-28T00:51:19.040Z,"Andaman Islands, India region",earthquake,9.61,1.819,0.184,12,reviewed,us,us
2023-01-19T11:30:42.468Z,35.5411,71.4241,96.044,5.1,mww,81,86,2.194,0.84,us,us7000j5hh,2023-01-19T15:44:45.682Z,"47 km ENE of P?r?n, Afghanistan",earthquake,6.32,6.265,0.086,13,reviewed,us,us
2023-01-19T11:04:45.779Z,2.6924,127.0021,52.844,4.5,mb,35,114,1.942,0.51,us,us6000jjh9,2023-01-28T01:24:14.040Z,"154 km NW of Tobelo, Indonesia",earthquake,6.24,8.046,0.118,21,reviewed,us,us
2023-01-19T09:14:29.711Z,6.0677,125.6309,133.144,4.7,mb,53,110,0.997,0.95,us,us7000j5fu,2023-01-19T13:58:37.365Z,"Mindanao, Philippines",earthquake,9.44,1.627,0.055,100,reviewed,us,us
2023-01-19T07:58:27.504Z,2.8532,127.0514,48.192,4.5,mb,24,120,2.091,0.31,us,us7000j5fm,2023-01-19T08:24:30.040Z,"163 km NW of Tobelo, Indonesia",earthquake,7.49,9.021,0.15,18,reviewed,us,us
2023-01-19T07:38:35.112Z,2.7518,127.0542,55.874,4.5,mb,34,141,1.991,0.37,us,us7000j5fk,2023-01-19T08:13:15.040Z,"Molucca Sea",earthquake,8.64,5.554,0.111,25,reviewed,us,us
2023-01-19T05:55:24.350Z,-24.1063,-66.7243,202.01,4.6,mb,68,49,1.761,0.85,us,us7000j5f1,2023-01-19T06:36:49.040Z,"43 km WNW of San Antonio de los Cobres, Argentina",earthquake,5.91,7.053,0.034,252,reviewed,us,us
2023-01-19T04:54:29.603Z,2.7042,127.0452,35,4.5,mb,19,152,1.946,0.56,us,us6000jjgz,2023-01-27T04:54:18.040Z,"152 km NW of Tobelo, Indonesia",earthquake,9.6,1.939,0.163,11,reviewed,us,us
2023-01-19T03:50:20.204Z,-12.1655,166.7599,192.329,4.5,mb,16,96,3.29,0.52,us,us6000jjgw,2023-01-27T04:45:41.040Z,"",earthquake,9.33,9.85,0.204,7,reviewed,us,us
2023-01-19T03:50:00.811Z,-64.4289,174.8642,10,4.6,mb,16,88,13.715,0.86,us,us6000jjgx,2023-01-27T04:20:56.040Z,"Balleny Islands region",earthquake,10.53,1.893,0.194,8,reviewed,us,us
2023-01-19T03:30:07.298Z,-11.208,166.3807,10,4.5,mb,14,103,4.289,0.68,us,us6000jjh5,2023-01-27T02:41:49.040Z,"83 km SE of Lata, Solomon Islands",earthquake,14.42,1.771,0.191,8,reviewed,us,us
2023-01-19T03:25:24.263Z,33.7326,137.2728,14.259,4.5,mb,40,77,1.207,0.66,us,us7000j5ep,2023-01-27T03:59:50.040Z,"near the south coast of Honshu, Japan",earthquake,4.81,4.399,0.14,15,reviewed,us,us
2023-01-19T01:41:39.388Z,25.937,143.0309,10,4.6,mb,49,135,1.381,0.49,us,us7000j5e6,2023-01-27T03:29:21.040Z,"Volcano Islands, Japan region",earthquake,7.44,1.684,0.065,71,reviewed,us,us
2023-01-19T01:17:56.734Z,12.1382,94.4587,10,4.5,mb,18,74,5.224,0.9,us,us6000jjgr,2023-01-27T00:53:12.040Z,"Andaman Islands, India region",earthquake,11.31,1.901,0.242,9,reviewed,us,us
2023-01-18T20:57:50.626Z,2.7438,126.9974,46.353,4.6,mb,57,84,1.993,0.79,us,us7000j5c1,2023-01-30T19:22:38.040Z,"Molucca Sea",earthquake,9.66,7.216,0.086,40,reviewed,us,us
2023-01-18T20:22:49.838Z,-25.0651,-178.1287,302.062,4.5,mb,30,120,4.185,1.05,us,us6000jjf2,2023-01-30T19:03:08.040Z,"south of the Fiji Islands",earthquake,14.95,7.929,0.15,13,reviewed,us,us
